Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,12,27,6,1613,1215,1758,1400,MQ,4460,N505MQ,105,105,78,238,238,MEM,ORD,491,18,9,0,,0,0,0,137,0,101
2008,10,31,5,555,600,728,749,FL,69,N894AT,93,109,77,-21,-5,IAD,ATL,533,7,9,0,,0,NA,NA,NA,NA,NA
2008,6,25,3,1646,1650,1807,1829,EV,4405,N879AS,81,99,68,-22,-4,EWN,ATL,433,10,3,0,,0,NA,NA,NA,NA,NA
2008,6,25,3,1153,1140,2010,1951,CO,1579,N74856,317,311,269,19,13,LAS,EWR,2227,17,31,0,,0,13,0,6,0,0
2008,1,1,2,1420,1420,1536,1542,DL,1179,N695DA,76,82,61,-6,0,ATL,TPA,406,3,12,0,,0,NA,NA,NA,NA,NA
2008,8,8,5,626,635,817,830,XE,2788,N16510,111,115,89,-13,-9,CVG,EWR,569,7,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1924,1656,2038,1735,OO,5428,N294SW,74,39,24,183,148,MRY,SFO,77,6,44,0,,0,0,0,183,0,0
2008,8,19,2,1008,1019,1010,1011,YV,7212,N511MJ,62,52,31,-1,-11,SBN,ORD,84,6,25,0,,0,NA,NA,NA,NA,NA
2008,8,15,5,1012,1015,1147,1145,NW,1402,N762NW,95,90,68,2,-3,DTW,IAD,383,9,18,0,,0,NA,NA,NA,NA,NA
2008,9,23,2,1349,1350,1452,1445,MQ,3547,N510AE,63,55,38,7,-1,DFW,SHV,190,7,18,0,,0,NA,NA,NA,NA,NA
2008,1,12,6,1846,1714,2016,1900,UA,481,N328UA,150,166,133,76,92,MHT,ORD,843,3,14,0,,0,76,0,0,0,0
2008,5,5,1,1915,1925,2056,2128,US,1295,N430US,101,123,87,-32,-10,DCA,JAX,634,3,11,0,,0,NA,NA,NA,NA,NA
2008,9,6,6,1400,1405,1453,1505,MQ,3708,N633AE,53,60,39,-12,-5,SHV,DFW,190,6,8,0,,0,NA,NA,NA,NA,NA
2008,5,29,4,1828,1835,2135,2157,9E,5939,87759E,127,142,107,-22,-7,MEM,BWI,787,5,15,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,2109,2105,2343,2340,CO,467,N79279,274,275,253,3,4,IAH,SEA,1874,4,17,0,,0,NA,NA,NA,NA,NA
2008,3,31,1,1848,1850,2203,2120,AA,1307,N3CEAA,315,270,291,43,-2,BNA,LAX,1797,8,16,0,,0,0,0,43,0,0
2008,9,4,4,1544,1545,1649,1655,WN,1008,N455WN,65,70,52,-6,-1,BWI,PVD,328,5,8,0,,0,NA,NA,NA,NA,NA
2008,9,20,6,614,600,1329,1325,AA,1090,N5EPAA,255,265,242,4,14,LAS,MIA,2175,5,8,0,,0,NA,NA,NA,NA,NA
2008,11,7,5,1621,1629,1855,1903,OO,6388,N983SW,94,94,70,-8,-8,SFO,BOI,522,3,21,0,,0,NA,NA,NA,NA,NA
2008,11,11,2,909,910,1035,1038,NW,843,N555NW,86,88,67,-3,-1,MKE,MSP,297,5,14,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,2122,2000,2204,2040,WN,1767,N343SW,102,100,77,84,82,SLC,PHX,507,6,19,0,,0,0,0,2,0,82
2008,10,6,1,1750,1750,1929,1935,MQ,3826,N662MQ,159,165,135,-6,0,CAE,DFW,922,12,12,0,,0,NA,NA,NA,NA,NA
2008,10,4,6,1507,1511,1609,1626,UA,443,N314UA,62,75,50,-17,-4,DEN,ABQ,349,3,9,0,,0,NA,NA,NA,NA,NA
2008,8,19,2,1538,1524,1708,1655,FL,222,N983AT,90,91,66,13,14,PHF,BOS,464,10,14,0,,0,NA,NA,NA,NA,NA
2008,3,18,2,2038,2045,2132,2132,YV,1043,N27314,54,47,38,0,-7,ITO,HNL,216,6,10,0,,0,NA,NA,NA,NA,NA
2008,9,4,4,1248,1250,1447,1500,WN,511,N257WN,59,70,49,-13,-2,PHX,ELP,347,3,7,0,,0,NA,NA,NA,NA,NA
2008,10,2,4,1246,1253,1400,1421,NW,139,N676MC,74,88,60,-21,-7,ORD,MSP,334,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,17,3,1135,1135,NA,1335,WN,3183,N439WN,NA,240,NA,NA,0,MDW,LAS,1521,NA,11,0,,1,NA,NA,NA,NA,NA
2008,6,6,5,1026,1032,1306,1304,NW,478,N507US,160,152,122,2,-6,DTW,TPA,983,5,33,0,,0,NA,NA,NA,NA,NA
2008,12,10,3,656,700,1010,1025,WN,1067,N645SW,194,205,180,-15,-4,MHT,TPA,1204,3,11,0,,0,NA,NA,NA,NA,NA
2008,6,1,7,2117,2122,2251,2257,9E,2937,86739E,94,95,59,-6,-5,DTW,ABE,424,9,26,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1200,925,1310,1039,UA,641,N315UA,130,134,102,151,155,BWI,ORD,622,5,23,0,,0,151,0,0,0,0
2008,2,27,3,1837,1830,2147,2122,YV,7410,N512MJ,130,112,103,25,7,ORD,CLT,599,4,23,0,,0,0,0,0,0,25
2008,11,11,2,1713,1720,1725,1725,OO,7761,N561SW,72,65,55,0,-7,SLC,EKO,200,5,12,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,2000,1955,2313,2301,UA,526,N846UA,133,126,108,12,5,DEN,AUS,775,5,20,0,,0,NA,NA,NA,NA,NA
2008,6,26,4,2159,2130,42,8,FL,276,N174AT,163,158,131,34,29,ATL,BOS,946,5,27,0,,0,0,0,5,0,29
2008,7,28,1,904,905,1028,1035,MQ,4519,N814AE,84,90,65,-7,-1,TLH,MIA,403,12,7,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,1013,1009,1625,1655,US,250,N651AW,252,286,213,-30,4,PHX,PHL,2075,7,32,0,,0,NA,NA,NA,NA,NA
2008,2,16,6,1431,1439,1652,1716,US,338,N309AW,201,217,181,-24,-8,STL,PHX,1262,4,16,0,,0,NA,NA,NA,NA,NA
2008,11,9,7,608,615,812,817,EV,5452,N924EV,124,122,106,-5,-7,MDT,ATL,619,5,13,0,,0,NA,NA,NA,NA,NA
2008,9,17,3,554,600,648,710,MQ,4100,N851AE,114,130,98,-22,-6,RIC,ORD,642,5,11,0,,0,NA,NA,NA,NA,NA
2008,8,13,3,1754,1755,1936,1935,WN,1322,N246LV,162,160,132,1,-1,MDW,DEN,895,4,26,0,,0,NA,NA,NA,NA,NA
2008,12,14,7,2012,1900,2130,2015,MQ,3475,N677MQ,78,75,60,75,72,DFW,AMA,313,3,15,0,,0,72,0,3,0,0
2008,7,9,3,1100,1105,1425,1423,DL,1422,N973DL,205,198,182,2,-5,FLL,BOS,1237,6,17,0,,0,NA,NA,NA,NA,NA
2008,12,29,1,1035,1010,1316,1305,DL,1176,N916DN,101,115,79,11,25,LAX,SLC,590,5,17,0,,0,NA,NA,NA,NA,NA
2008,9,13,6,855,855,1107,1137,DL,17,N643DL,132,162,105,-30,0,JFK,ATL,760,13,14,0,,0,NA,NA,NA,NA,NA
2008,4,8,2,2143,2150,24,48,CO,1754,N37281,161,178,139,-24,-7,EWR,PBI,1024,7,15,0,,0,NA,NA,NA,NA,NA
2008,5,5,1,1048,1040,1300,1255,AA,2340,N274AA,132,135,108,5,8,DFW,ORD,802,6,18,0,,0,NA,NA,NA,NA,NA
2008,9,1,1,1510,1510,1718,1730,OH,6461,N779CA,128,140,89,-12,0,LGA,CHS,641,4,35,0,,0,NA,NA,NA,NA,NA
2008,7,10,4,2318,2105,39,2240,AA,1811,N3BDAA,141,155,117,119,133,MIA,IAH,964,8,16,0,,0,0,0,0,0,119
2008,4,1,2,NA,1900,NA,2120,XE,2874,,NA,140,NA,NA,NA,CHS,EWR,628,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,12,26,5,707,715,950,1023,DL,1233,N3761R,283,308,256,-33,-8,MCO,SLC,1929,10,17,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,2001,2000,2054,2100,WN,55,N687SW,53,60,41,-6,1,DAL,HOU,239,3,9,0,,0,NA,NA,NA,NA,NA
2008,10,14,2,1814,1759,2047,2056,UA,712,N340UA,93,117,73,-9,15,ORD,IAD,589,7,13,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,918,910,1147,1138,AS,564,N784AS,149,148,128,9,8,PDX,LAX,834,10,11,0,,0,NA,NA,NA,NA,NA
2008,5,19,1,1553,1545,1709,1655,AA,1753,N529AA,76,70,53,14,8,ORD,STL,258,4,19,0,,0,NA,NA,NA,NA,NA
2008,11,6,4,936,940,1024,1035,MQ,3926,N615MQ,48,55,35,-11,-4,MLI,ORD,139,6,7,0,,0,NA,NA,NA,NA,NA
2008,4,17,4,1518,1520,1715,1709,OH,5002,N960CA,117,109,90,6,-2,CVG,ALB,623,14,13,0,,0,NA,NA,NA,NA,NA
2008,12,26,5,1054,605,1224,755,XE,2601,N14542,90,110,72,269,289,PNS,IAH,489,11,7,0,,0,0,0,0,0,269
2008,12,24,3,1933,1910,2243,2225,WN,1573,N206WN,190,195,179,18,23,PVD,TPA,1137,4,7,0,,0,2,0,0,0,16
2008,9,19,5,1408,1340,1714,1655,WN,2382,N461WN,126,135,117,19,28,MDW,ISP,765,3,6,0,,0,19,0,0,0,0
2008,6,27,5,2124,2055,2211,2148,DL,1269,N908DA,107,113,82,23,29,SLC,SNA,588,11,14,0,,0,15,0,0,0,8
2008,3,18,2,1346,1310,1515,1430,9E,5648,85019E,89,80,64,45,36,BIS,MSP,386,7,18,0,,0,0,0,9,0,36
2008,3,5,3,1246,930,1459,1200,WN,717,N483WN,193,210,179,179,196,MDW,SLC,1258,4,10,0,,0,0,0,0,0,179
2008,10,18,6,1449,1435,1517,1510,WN,2174,N771SA,88,95,77,7,14,MCO,BHM,478,4,7,0,,0,NA,NA,NA,NA,NA
2008,6,21,6,1405,1410,1549,1549,OH,5184,N959CA,104,99,92,0,-5,MDT,CVG,429,1,11,0,,0,NA,NA,NA,NA,NA
2008,2,4,1,1633,1524,1747,1640,9E,2969,89309E,134,136,124,67,69,DTW,LNK,701,3,7,0,,0,0,0,0,0,67
2008,1,26,6,940,945,1242,1310,AA,695,N487AA,182,205,162,-28,-5,LGA,FLL,1076,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,24,7,1225,1156,1541,1443,OH,5096,N924CA,196,167,156,58,29,MIA,CVG,948,3,37,0,,0,29,0,29,0,0
2008,9,25,4,2012,1915,2220,2135,AA,47,N7AGAA,128,140,99,45,57,ORD,DFW,802,5,24,0,,0,45,0,0,0,0
2008,7,19,6,1221,1220,1318,1325,WN,669,N918WN,57,65,45,-7,1,BUR,SJC,296,3,9,0,,0,NA,NA,NA,NA,NA
2008,11,11,2,1825,1830,1923,1835,MQ,4280,N625MQ,118,65,32,48,-5,FWA,ORD,157,6,80,0,,0,0,0,48,0,0
2008,11,16,7,1805,1810,1918,1927,XE,2307,N12540,133,137,110,-9,-5,IAH,ABQ,744,6,17,0,,0,NA,NA,NA,NA,NA
2008,8,25,1,958,1004,1351,1344,OO,6628,N744SK,173,160,141,7,-6,DEN,BHM,1082,5,27,0,,0,NA,NA,NA,NA,NA
2008,4,9,3,1823,1835,2119,2128,FL,597,N927AT,176,173,161,-9,-12,PBI,SWF,1077,4,11,0,,0,NA,NA,NA,NA,NA
2008,9,27,6,1712,1710,1828,1830,DL,65,N130DL,256,260,217,-2,2,ATL,LAS,1747,8,31,0,,0,NA,NA,NA,NA,NA
2008,9,16,2,1810,1815,2154,2150,AS,678,N546AS,164,155,139,4,-5,SEA,DEN,1024,6,19,0,,0,NA,NA,NA,NA,NA
2008,10,5,7,808,820,935,955,MQ,4889,N718MQ,87,95,68,-20,-12,CLE,LGA,418,8,11,0,,0,NA,NA,NA,NA,NA
2008,3,21,5,1034,1040,1132,1138,XE,106,N11193,58,58,41,-6,-6,ONT,FAT,222,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,931,935,1036,1045,WN,1388,N773SA,65,70,50,-9,-4,BUR,OAK,325,5,10,0,,0,NA,NA,NA,NA,NA
2008,8,11,1,1352,1355,1457,1500,EV,4907,N857AS,65,65,36,-3,-3,CAE,ATL,191,18,11,0,,0,NA,NA,NA,NA,NA
2008,2,4,1,1400,1400,1656,1720,WN,396,N224WN,176,200,163,-24,0,MHT,MCO,1142,6,7,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,643,648,756,800,MQ,3284,N238AE,73,72,52,-4,-5,TXK,DFW,181,8,13,0,,0,NA,NA,NA,NA,NA
2008,5,19,1,1120,1125,1232,1240,AA,2055,N533AA,132,135,109,-8,-5,IND,DFW,762,12,11,0,,0,NA,NA,NA,NA,NA
2008,11,6,4,1334,1300,1435,1410,WN,3497,N511SW,61,70,50,25,34,MSY,HOU,303,4,7,0,,0,1,0,0,0,24
2008,2,14,4,1935,1919,2038,2018,NW,1740,N8925E,63,59,38,20,16,MEM,BHM,211,4,21,0,,0,8,0,4,0,8
2008,7,22,2,1940,1940,2059,2105,DL,1218,N392DA,79,85,62,-6,0,CVG,DCA,411,6,11,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,635,635,748,750,WN,3424,N213WN,73,75,48,-2,0,SAN,LAS,258,5,20,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1244,1245,1526,1525,AS,580,N317AS,162,160,134,1,-1,SEA,SAN,1050,3,25,0,,0,NA,NA,NA,NA,NA
2008,3,31,1,1319,1315,1426,1430,XE,429,N17185,67,75,49,-4,4,SAN,FAT,314,6,12,0,,0,NA,NA,NA,NA,NA
2008,9,4,4,1203,1200,1451,1440,CO,267,N33284,288,280,266,11,3,IAH,SEA,1874,5,17,0,,0,NA,NA,NA,NA,NA
2008,10,16,4,1434,1415,1707,1658,CO,1739,N72405,273,283,258,9,19,IAH,SEA,1874,5,10,0,,0,NA,NA,NA,NA,NA
2008,6,9,1,1902,1859,2046,2053,DL,830,N948DL,104,114,78,-7,3,RSW,ATL,515,14,12,0,,0,NA,NA,NA,NA,NA
2008,11,13,4,1040,1025,1305,1249,DL,1622,N917DE,85,84,63,16,15,MSY,ATL,425,14,8,0,,0,10,0,1,0,5
2008,10,21,2,958,955,1051,1100,AA,1599,N455AA,53,65,36,-9,3,DFW,IAH,224,6,11,0,,0,NA,NA,NA,NA,NA
2008,3,20,4,844,845,1122,1128,YV,2920,N930LR,98,103,74,-6,-1,PHX,COS,551,8,16,0,,0,NA,NA,NA,NA,NA
2008,8,2,6,1310,1117,1340,1154,OO,3765,N441SW,90,97,77,106,113,SLC,FAT,501,4,9,0,,0,106,0,0,0,0
2008,6,3,2,1656,1700,1811,1825,DL,65,N132DN,255,265,235,-14,-4,ATL,LAS,1747,5,15,0,,0,NA,NA,NA,NA,NA
2008,8,25,1,1156,1155,1313,1335,MQ,3166,N832AE,77,100,60,-22,1,SNA,SFO,372,4,13,0,,0,NA,NA,NA,NA,NA
2008,4,20,7,1304,1255,1656,1657,NW,584,N521US,172,182,147,-1,9,MSP,MCO,1310,7,18,0,,0,NA,NA,NA,NA,NA
2008,9,16,2,858,900,1122,1140,AS,458,N559AS,144,160,128,-18,-2,SEA,LAX,954,6,10,0,,0,NA,NA,NA,NA,NA
2008,11,16,7,1859,1905,2216,2224,UA,716,N437UA,137,139,111,-8,-6,DEN,IAH,861,5,21,0,,0,NA,NA,NA,NA,NA
2008,6,28,6,1904,1900,2329,2335,F9,360,N933FR,145,155,121,-6,4,DEN,SDF,1023,9,15,0,,0,NA,NA,NA,NA,NA
2008,4,22,2,1936,1940,2230,2228,NW,882,N336NW,114,108,89,2,-4,MEM,TPA,656,7,18,0,,0,NA,NA,NA,NA,NA
2008,5,13,2,1306,1235,1618,1540,AA,370,N456AA,132,125,108,38,31,ORD,LGA,733,2,22,0,,0,0,0,7,0,31
2008,8,29,5,2007,1935,2140,2100,YV,7189,N505MJ,93,85,49,40,32,CLT,IAD,321,4,40,0,,0,40,0,0,0,0
2008,3,16,7,2032,2040,2140,2202,US,967,N751UW,68,82,52,-22,-8,BDL,DCA,313,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,14,4,1804,1655,1959,1900,AS,316,N944AS,115,125,96,59,69,SEA,OAK,671,6,13,0,,0,0,0,0,0,59
2008,6,29,7,1124,1115,1322,1254,XE,2859,N13956,178,159,156,28,9,EWR,MEM,946,5,17,0,,0,9,0,19,0,0
2008,11,25,2,1423,1430,2106,2124,UA,34,N214UA,283,294,265,-18,-7,OGG,SFO,2338,3,15,0,,0,NA,NA,NA,NA,NA
2008,1,28,1,959,959,1230,1239,DL,1557,N707TW,331,340,300,-9,0,ATL,SEA,2182,9,22,0,,0,NA,NA,NA,NA,NA
2008,3,24,1,634,640,833,838,XE,2360,N12924,119,118,85,-5,-6,EWR,DTW,487,10,24,0,,0,NA,NA,NA,NA,NA
2008,8,1,5,805,810,1052,1048,US,957,N451UW,167,158,141,4,-5,PIT,FLL,994,6,20,0,,0,NA,NA,NA,NA,NA
2008,7,11,5,1233,1220,1719,1720,CO,1136,N70352,226,240,189,-1,13,DFW,EWR,1372,20,17,0,,0,NA,NA,NA,NA,NA
2008,10,31,5,1504,1450,1558,1552,CO,1079,N35271,54,62,38,6,14,IAH,SAT,191,2,14,0,,0,NA,NA,NA,NA,NA
2008,5,29,4,1640,1640,1756,1804,XE,2580,N14125,76,84,64,-8,0,CLE,GSP,450,2,10,0,,0,NA,NA,NA,NA,NA
2008,7,15,2,939,934,1050,1046,OO,3649,N416SW,131,132,110,4,5,ATL,DSM,743,3,18,0,,0,NA,NA,NA,NA,NA
2008,12,20,6,1422,1425,1724,1740,WN,2567,N419WN,122,135,111,-16,-3,AUS,TPA,928,4,7,0,,0,NA,NA,NA,NA,NA
2008,7,19,6,1652,1535,1821,1657,OO,4139,N429SW,89,82,57,84,77,SLC,HLN,402,4,28,0,,0,77,0,7,0,0
2008,11,9,7,720,720,945,950,CO,627,N13750,205,210,189,-5,0,BWI,IAH,1235,8,8,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,954,955,1151,1205,WN,2013,N416WN,117,130,101,-14,-1,MCO,BWI,787,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,11,1,1158,1155,2019,2019,UA,878,N505UA,321,324,287,0,3,SFO,JFK,2586,5,29,0,,0,NA,NA,NA,NA,NA
2008,6,20,5,1732,1555,2001,1850,AA,1022,N3BXAA,149,175,134,71,97,MIA,PHL,1013,4,11,0,,0,0,71,0,0,0
2008,1,20,7,1730,1745,1800,1759,OO,2652,N468CA,90,74,68,1,-15,CMH,MKE,331,15,7,0,,0,NA,NA,NA,NA,NA
2008,10,13,1,1754,1745,1912,1916,EV,5451,N716EV,78,91,62,-4,9,ATL,DAY,432,4,12,0,,0,NA,NA,NA,NA,NA
2008,3,9,7,1700,1703,1801,1815,9E,5859,88839E,61,72,39,-14,-3,DTW,PIT,201,7,15,0,,0,NA,NA,NA,NA,NA
2008,6,1,7,938,943,1103,1059,EV,4556,N877AS,85,76,50,4,-5,ATL,GSO,306,3,32,0,,0,NA,NA,NA,NA,NA
2008,5,30,5,1028,1030,1144,1150,WN,184,N255WN,76,80,63,-6,-2,SJC,SAN,417,2,11,0,,0,NA,NA,NA,NA,NA
2008,6,9,1,636,630,912,907,DL,1624,N908DA,96,97,70,5,6,GEG,SLC,546,17,9,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1330,1315,1608,1541,OH,6783,N378CA,158,146,120,27,15,CVG,RSW,879,4,34,0,,0,15,0,12,0,0
2008,7,24,4,2122,2125,2127,2130,WN,1947,N425LV,65,65,49,-3,-3,SDF,MDW,271,5,11,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1642,1650,1833,1842,XE,205,N16559,111,112,95,-9,-8,GEG,SMF,649,5,11,0,,0,NA,NA,NA,NA,NA
2008,5,19,1,1035,1035,1340,1355,AA,1896,N290AA,125,140,108,-15,0,DEN,ORD,888,7,10,0,,0,NA,NA,NA,NA,NA
2008,3,23,7,2247,2250,539,530,DL,1042,N669DN,232,220,208,9,-3,LAS,ATL,1747,6,18,0,,0,NA,NA,NA,NA,NA
2008,6,15,7,1429,1409,1522,1511,US,683,N812AW,113,122,97,11,20,BOI,PHX,735,4,12,0,,0,NA,NA,NA,NA,NA
2008,7,19,6,1725,1730,1949,2000,AS,259,N309AS,144,150,128,-11,-5,LAX,SEA,954,5,11,0,,0,NA,NA,NA,NA,NA
2008,3,17,1,702,700,1021,945,WN,3742,N440LV,379,345,364,36,2,BDL,LAS,2298,10,5,0,,0,0,0,36,0,0
2008,1,16,3,NA,1850,NA,2039,EV,4713,N755EV,NA,109,NA,NA,NA,DAY,ATL,432,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,11,16,7,1049,1050,1310,1325,DL,706,N387DA,141,155,114,-15,-1,ATL,BOS,946,10,17,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,2013,2015,2153,2214,XE,2665,N13913,100,119,77,-21,-2,DTW,EWR,487,8,15,0,,0,NA,NA,NA,NA,NA
2008,5,30,5,1308,1312,1547,1559,CO,1016,N17344,159,167,142,-12,-4,RSW,CLE,1025,4,13,0,,0,NA,NA,NA,NA,NA
2008,8,31,7,1203,1207,1334,1345,XE,2082,N12530,91,98,76,-11,-4,XNA,IAH,438,6,9,0,,0,NA,NA,NA,NA,NA
2008,12,8,1,1450,1455,1659,1710,WN,215,N260WN,69,75,58,-11,-5,MDW,PIT,402,4,7,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1236,1225,1403,1343,MQ,3205,N232AE,87,78,63,20,11,DFW,SJT,228,3,21,0,,0,11,0,9,0,0
2008,9,28,7,1520,1459,1733,1700,CO,1567,N17245,133,121,94,33,21,CLE,EWR,404,9,30,0,,0,0,0,33,0,0
2008,10,25,6,2042,2045,2148,2200,WN,2670,N233LV,66,75,54,-12,-3,BWI,MHT,377,3,9,0,,0,NA,NA,NA,NA,NA
2008,7,11,5,1918,1905,2041,2030,WN,2455,N522SW,83,85,71,11,13,SFO,SAN,447,2,10,0,,0,NA,NA,NA,NA,NA
2008,10,29,3,1154,1158,1319,1331,UA,1559,N426UA,145,153,125,-12,-4,PVD,ORD,849,10,10,0,,0,NA,NA,NA,NA,NA
2008,10,20,1,705,714,813,825,NW,512,N325US,68,71,44,-12,-9,OMA,MSP,282,11,13,0,,0,NA,NA,NA,NA,NA
2008,3,27,4,2112,2045,2345,2330,AS,211,N303AS,153,165,135,15,27,LAX,SEA,954,5,13,0,,0,15,0,0,0,0
2008,1,13,7,1212,1212,1728,1733,UA,1428,N496UA,196,201,177,-5,0,DEN,MCO,1545,4,15,0,,0,NA,NA,NA,NA,NA
2008,12,11,4,1001,1005,1444,1430,AA,654,N5CLAA,223,205,195,14,-4,DFW,BOS,1562,8,20,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,1301,1245,1301,1255,MQ,4461,N664MS,60,70,36,6,16,IND,ORD,177,11,13,0,,0,NA,NA,NA,NA,NA
2008,2,1,5,NA,1415,NA,1538,US,769,,NA,83,NA,NA,NA,PHL,BOS,280,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,2,1,5,826,815,952,933,XE,7754,N22909,86,78,57,19,11,SFO,LAX,337,14,15,0,,0,0,0,19,0,0
2008,11,5,3,711,717,805,837,UA,341,N927UA,114,140,100,-32,-6,RIC,ORD,642,6,8,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,1831,1720,1829,1730,WN,2961,N657SW,58,70,47,59,71,SDF,MDW,271,4,7,0,,0,0,59,0,0,0
2008,12,10,3,1046,1047,1516,1512,NW,1030,N335NB,210,205,192,4,-1,MSP,FLL,1487,4,14,0,,0,NA,NA,NA,NA,NA
2008,11,24,1,1616,1557,1758,1743,9E,2974,80209E,102,106,73,15,19,AVL,DTW,470,17,12,0,,0,15,0,0,0,0
2008,12,21,7,NA,1800,NA,1942,OH,6609,,NA,102,NA,NA,NA,BOS,JFK,187,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,28,4,1549,1423,1840,1716,FL,515,N938AT,171,173,149,84,86,MCO,BOS,1121,12,10,0,,0,0,0,0,0,84
2008,7,11,5,1755,1806,1911,1932,NW,1536,N926NW,76,86,59,-21,-11,MCI,MSP,393,3,14,0,,0,NA,NA,NA,NA,NA
2008,8,10,7,1101,1050,1223,1220,WN,2463,N307SW,82,90,67,3,11,SAN,SMF,480,4,11,0,,0,NA,NA,NA,NA,NA
2008,9,28,7,1055,1100,1207,1212,US,2168,N730US,72,72,44,-5,-5,DCA,LGA,214,4,24,0,,0,NA,NA,NA,NA,NA
2008,10,24,5,1859,1900,1955,1955,WN,52,N694SW,56,55,45,0,-1,HOU,DAL,239,4,7,0,,0,NA,NA,NA,NA,NA
2008,7,21,1,1343,1350,1913,1930,AA,1140,N232AA,210,220,184,-17,-7,SJC,DFW,1438,15,11,0,,0,NA,NA,NA,NA,NA
2008,12,28,7,1020,1020,1217,1220,WN,2855,N473WN,117,120,92,-3,0,SMF,SEA,605,17,8,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1116,1121,1138,1158,YV,2836,N930LR,82,97,66,-20,-5,PHX,BUR,369,3,13,0,,0,NA,NA,NA,NA,NA
2008,2,14,4,627,630,939,934,CO,1102,N14652,132,124,98,5,-3,ORD,EWR,719,13,21,0,,0,NA,NA,NA,NA,NA
2008,2,8,5,643,645,806,820,WN,542,N775SW,83,95,70,-14,-2,MCO,RDU,534,3,10,0,,0,NA,NA,NA,NA,NA
2008,8,20,3,1118,1122,1227,1230,OO,6202,N763SK,129,128,108,-3,-4,AUS,DEN,775,6,15,0,,0,NA,NA,NA,NA,NA
2008,2,26,2,1908,1840,2217,2139,UA,1234,N558UA,129,119,100,38,28,ORD,BDL,783,7,22,0,,0,0,0,14,0,24
2008,7,29,2,846,850,939,945,MQ,4252,N837AE,53,55,39,-6,-4,ORD,CWA,213,4,10,0,,0,NA,NA,NA,NA,NA
2008,12,2,2,1009,1012,1444,1451,OO,6536,N732SK,155,159,134,-7,-3,DEN,CVG,1069,4,17,0,,0,NA,NA,NA,NA,NA
2008,4,3,4,626,630,739,750,WN,98,N202WN,73,80,59,-11,-4,MAF,HOU,441,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,16,2,1528,1505,1815,1802,CO,792,N75858,167,177,135,13,23,EWR,MCO,938,9,23,0,,0,NA,NA,NA,NA,NA
2008,12,28,7,1031,1025,1220,1245,EV,5325,N834AS,109,140,96,-25,6,LGA,CAE,617,2,11,0,,0,NA,NA,NA,NA,NA
2008,8,15,5,NA,915,NA,1023,MQ,3263,,NA,68,NA,NA,NA,DFW,TXK,181,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,6,7,6,927,929,1142,1117,XE,2111,N15910,135,108,80,25,-2,EWR,AVL,583,4,51,0,,0,0,0,25,0,0
2008,12,9,2,1725,1730,1833,1842,9E,5877,96059E,68,72,48,-9,-5,PIT,CVG,256,7,13,0,,0,NA,NA,NA,NA,NA
2008,7,25,5,1045,1040,1304,1314,FL,361,N312AT,139,154,102,-10,5,LGA,ATL,761,7,30,0,,0,NA,NA,NA,NA,NA
2008,8,8,5,1108,1110,1223,1235,WN,2886,N742SW,135,145,116,-12,-2,DEN,LAX,862,6,13,0,,0,NA,NA,NA,NA,NA
2008,5,18,7,652,700,754,812,XE,1201,N12922,62,72,44,-18,-8,IAD,EWR,213,6,12,0,,0,NA,NA,NA,NA,NA
